fund,date,ticker,weight
equity_min_variance,2023-11-01,ABT,1.0811789911527721e-16
equity_min_variance,2023-12-01,ABT,0.019749581122947193
equity_min_variance,2021-01-04,ADBE,3.056401899579732e-15
equity_min_variance,2021-02-01,ADBE,4.456740400820225e-15
equity_min_variance,2021-03-01,ADBE,0.0
equity_min_variance,2021-04-01,ADBE,4.595511960293009e-16
equity_min_variance,2021-05-03,ADBE,0.0
equity_min_variance,2021-06-01,ADBE,1.0557648797735283e-16
equity_min_variance,2021-07-01,ADBE,0.0
equity_min_variance,2021-08-02,ADBE,8.951416202374113e-17
equity_min_variance,2021-09-01,ADBE,3.6533558302991326e-17
equity_min_variance,2021-10-01,ADBE,0.0
equity_min_variance,2021-11-01,ADBE,7.249000974122101e-17
equity_min_variance,2021-12-01,ADBE,4.21618068231789e-17
equity_min_variance,2022-01-03,ADBE,0.011266247541390342
equity_min_variance,2022-02-01,ADBE,0.006729955741638813
equity_min_variance,2022-03-01,ADBE,0.010155169917493543
equity_min_variance,2022-04-01,ADBE,0.010542609469092986
equity_min_variance,2022-05-02,ADBE,0.01641740601471443
equity_min_variance,2022-06-01,ADBE,0.004732619385729845
equity_min_variance,2022-07-01,ADBE,7.505901272607718e-17
equity_min_variance,2022-08-01,ADBE,8.537139963380343e-18
equity_min_variance,2022-09-01,ADBE,4.848028122560863e-17
equity_min_variance,2022-10-03,ADBE,0.0
equity_min_variance,2022-11-01,ADBE,2.158449127283114e-17
equity_min_variance,2022-12-01,ADBE,0.0
equity_min_variance,2023-01-03,ADBE,1.732437990039994e-16
equity_min_variance,2023-02-01,ADBE,3.587218412939852e-16
equity_min_variance,2023-03-01,ADBE,2.511227737157052e-16
equity_min_variance,2023-04-03,ADBE,5.2947668631432064e-17
equity_min_variance,2023-05-01,ADBE,2.9062120482998973e-16
equity_min_variance,2023-06-01,ADBE,0.0
equity_min_variance,2023-07-03,ADBE,2.312444099635524e-16
equity_min_variance,2023-08-01,ADBE,0.0
equity_min_variance,2023-09-01,ADBE,6.722792718657848e-17
equity_min_variance,2023-10-02,ADBE,1.6268419730156048e-16
equity_min_variance,2023-11-01,ADBE,0.0
equity_min_variance,2023-12-01,ADBE,4.072042089282714e-17
equity_min_variance,2021-01-04,AEP,9.164747132739444e-16
equity_min_variance,2021-02-01,AEP,1.3316590551973586e-15
equity_min_variance,2021-03-01,AEP,1.5973144031414255e-15
equity_min_variance,2021-04-01,AEP,6.216526278391371e-16
equity_min_variance,2021-05-03,AEP,0.05799527128347766
equity_min_variance,2021-06-01,AEP,0.09250442948866427
equity_min_variance,2021-07-01,AEP,0.07319964363750119
equity_min_variance,2021-08-02,AEP,0.08518296378992207
equity_min_variance,2021-09-01,AEP,0.09594756743543054
equity_min_variance,2021-10-01,AEP,0.05427731572748744
equity_min_variance,2021-11-01,AEP,0.04829119881643491
equity_min_variance,2021-12-01,AEP,0.05598810438879641
equity_min_variance,2022-01-03,AEP,0.055620403649068194
equity_min_variance,2022-02-01,AEP,0.035095612822888485
equity_min_variance,2022-03-01,AEP,0.041568740216268295
equity_min_variance,2022-04-01,AEP,0.011790046820548355
equity_min_variance,2022-05-02,AEP,1.7931584935511691e-16
equity_min_variance,2022-06-01,AEP,4.8450925145964034e-17
equity_min_variance,2022-07-01,AEP,0.0
equity_min_variance,2022-08-01,AEP,5.861816438602802e-17
equity_min_variance,2022-09-01,AEP,5.203856753623587e-17
equity_min_variance,2022-10-03,AEP,0.0
equity_min_variance,2022-11-01,AEP,0.0
equity_min_variance,2022-12-01,AEP,1.0685242814209885e-16
equity_min_variance,2023-01-03,AEP,0.0
equity_min_variance,2023-02-01,AEP,7.620622290620974e-16
equity_min_variance,2023-03-01,AEP,1.1487749092891139e-17
equity_min_variance,2023-04-03,AEP,0.0
equity_min_variance,2023-05-01,AEP,8.32673272005986e-18
equity_min_variance,2023-06-01,AEP,2.2583931252873057e-16
equity_min_variance,2023-07-03,AEP,1.4354803481551506e-16
equity_min_variance,2023-08-01,AEP,1.355637774411759e-16
equity_min_variance,2023-09-01,AEP,1.1014803852056552e-16
equity_min_variance,2023-10-02,AEP,0.0
equity_min_variance,2023-11-01,AEP,6.7473197108188e-17
equity_min_variance,2023-12-01,AEP,1.0217091469380334e-16
equity_min_variance,2021-01-04,AMD,6.616103742566064e-15
equity_min_variance,2021-02-01,AMD,6.736390907261229e-15
equity_min_variance,2021-03-01,AMD,0.0
equity_min_variance,2021-04-01,AMD,8.585143093814279e-16
equity_min_variance,2021-05-03,AMD,5.190482375502792e-16
equity_min_variance,2021-06-01,AMD,1.4510298982359585e-16
equity_min_variance,2021-07-01,AMD,0.007276183364775818
equity_min_variance,2021-08-02,AMD,0.0020062515613688205
equity_min_variance,2021-09-01,AMD,0.011130819695293058
equity_min_variance,2021-10-01,AMD,0.019784700993300937
equity_min_variance,2021-11-01,AMD,0.03524011126765538
equity_min_variance,2021-12-01,AMD,0.025600225454406052
equity_min_variance,2022-01-03,AMD,0.022543701213216125
equity_min_variance,2022-02-01,AMD,0.008717751736489988
equity_min_variance,2022-03-01,AMD,3.166446651917516e-17
equity_min_variance,2022-04-01,AMD,0.002866258560270658
equity_min_variance,2022-05-02,AMD,6.345798031746471e-17
equity_min_variance,2022-06-01,AMD,1.0263329150044407e-16
equity_min_variance,2022-07-01,AMD,0.0
equity_min_variance,2022-08-01,AMD,8.32097175829107e-17
equity_min_variance,2022-09-01,AMD,2.4119928476733005e-16
equity_min_variance,2022-10-03,AMD,2.68903417985165e-16
equity_min_variance,2022-11-01,AMD,9.785602233039481e-17
equity_min_variance,2022-12-01,AMD,7.983709644703789e-17
equity_min_variance,2023-01-03,AMD,4.620887809327082e-16
equity_min_variance,2023-02-01,AMD,0.0
equity_min_variance,2023-03-01,AMD,6.588240099815123e-17
equity_min_variance,2023-04-03,AMD,0.0
equity_min_variance,2023-05-01,AMD,8.410109663004719e-17
equity_min_variance,2023-06-01,AMD,0.0
equity_min_variance,2023-07-03,AMD,9.564420612742465e-17
equity_min_variance,2023-08-01,AMD,0.0
equity_min_variance,2023-09-01,AMD,3.719953674310786e-17
equity_min_variance,2023-10-02,AMD,8.042898729556233e-17
equity_min_variance,2023-11-01,AMD,2.028000163634136e-16
equity_min_variance,2023-12-01,AMD,0.008925131599259117
equity_min_variance,2021-01-04,AMGN,2.229015068148412e-15
equity_min_variance,2021-02-01,AMGN,2.0568769390897063e-15
equity_min_variance,2021-03-01,AMGN,0.0
equity_min_variance,2021-04-01,AMGN,4.4031405682189133e-16
equity_min_variance,2021-05-03,AMGN,1.128812361034923e-16
equity_min_variance,2021-06-01,AMGN,6.800162063033004e-17
equity_min_variance,2021-07-01,AMGN,4.2891705594395607e-19
equity_min_variance,2021-08-02,AMGN,4.040602088183481e-17
equity_min_variance,2021-09-01,AMGN,2.743021556687364e-17
equity_min_variance,2021-10-01,AMGN,0.0
equity_min_variance,2021-11-01,AMGN,5.650397227449073e-17
equity_min_variance,2021-12-01,AMGN,3.452553596128504e-17
equity_min_variance,2022-01-03,AMGN,4.062207378660754e-18
equity_min_variance,2022-02-01,AMGN,4.7880057517422526e-18
equity_min_variance,2022-03-01,AMGN,1.1054865648696653e-16
equity_min_variance,2022-04-01,AMGN,7.074700027512817e-17
equity_min_variance,2022-05-02,AMGN,0.009411120095736908
equity_min_variance,2022-06-01,AMGN,0.03452535206173905
equity_min_variance,2022-07-01,AMGN,0.06979951273766201
equity_min_variance,2022-08-01,AMGN,0.07515847312380196
equity_min_variance,2022-09-01,AMGN,0.133834464141562
equity_min_variance,2022-10-03,AMGN,0.16491283889353495
equity_min_variance,2022-11-01,AMGN,0.17613465069029208
equity_min_variance,2022-12-01,AMGN,0.17091662529575266
equity_min_variance,2023-01-03,AMGN,0.17618750153722462
equity_min_variance,2023-02-01,AMGN,0.17935049558068009
equity_min_variance,2023-03-01,AMGN,0.20134664618099787
equity_min_variance,2023-04-03,AMGN,0.1906140755980543
equity_min_variance,2023-05-01,AMGN,0.17937158967037323
equity_min_variance,2023-06-01,AMGN,0.08081297661997491
equity_min_variance,2023-07-03,AMGN,0.012517681304473071
equity_min_variance,2023-08-01,AMGN,0.016030205343590054
equity_min_variance,2023-09-01,AMGN,0.040489664633219465
equity_min_variance,2023-10-02,AMGN,0.04573832635084892
equity_min_variance,2023-11-01,AMGN,0.032753913138683116
equity_min_variance,2023-12-01,AMGN,0.009813528993028647
equity_min_variance,2021-01-04,AMT,3.018287487000804e-15
equity_min_variance,2021-02-01,AMT,3.4819338177282946e-15
equity_min_variance,2021-03-01,AMT,0.0
equity_min_variance,2021-04-01,AMT,5.014817804983271e-16
equity_min_variance,2021-05-03,AMT,7.995492432755214e-17
equity_min_variance,2021-06-01,AMT,8.10541312047693e-17
equity_min_variance,2021-07-01,AMT,1.0894764983212377e-16
equity_min_variance,2021-08-02,AMT,2.8402968841629233e-18
